ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands
15695,simple,Gt928211,,"12' x 14' Hardtop Aluminum Gazebo with Galvanized Steel Roof & Sliding Doors",1,0,visible,,"<div>
\n</div>",,,taxable,,1,100,,0,0,,,,,1,,,3529.72,"Walk-Behind Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/bbbb.png, https://alidouro.com/wp-content/uploads/2025/03/bbbbb.png, https://alidouro.com/wp-content/uploads/2025/03/bbbbbbbb.png",,,,,,,,,0,
15849,simple,Hn2100291,,"Husqvarna Z254F Zero Turn Lawn Mower 54″ 726Cc 24Hp V Twin",1,0,visible,,"The Husqvarna Z254F Zero Turn Lawn Mower delivers high-performance cutting with a sleek design and innovative features. Built with a robust ClearCut Fabricated Cutting Deck, it boasts 10-gauge welded steel construction with reinforced strips for enhanced durability. Powered by a reliable Kawasaki engine, it ensures smooth and quiet operation. The maintenance-free, integrated zero-turn transmissions provide worry-free performance, while the ergonomic control panel places all functions conveniently at your fingertips. Additional features include a reinforced frame and casters for reduced chassis flex, enhanced lighting for safer operation in low-light conditions, and rubber bellows to prevent debris and moisture from entering the control system. Designed for durability and efficiency, this mower makes lawn maintenance effortless.",,,taxable,,1,100,,0,0,,,,,1,,,3149.00,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/Untitled-design-10.png, https://alidouro.com/wp-content/uploads/2025/03/zzzzzzzzzzzzzzzzz.png, https://alidouro.com/wp-content/uploads/2025/03/zzzzzzzzzz.png, https://alidouro.com/wp-content/uploads/2025/03/zzzzz.png",,,,,,,,,0,
15855,simple,Ze110212,,"EGO Power+ 42″ 56-Volt Lithium-Ion Z6 Zero Turn Mower",1,0,visible,,"The EGO Power+ 42″ Z6 Zero Turn Mower is a revolutionary battery-powered mower that delivers peak performance equivalent to a 22HP gas engine. Featuring four independent high-efficiency brushless motors, it provides ultimate control with e-STEER™ technology and a large LCD interface with three driving modes: Control, Standard, and Sport.
\n
\nBuilt for versatility, the 42-inch 2-blade stamped steel deck offers 10 cutting heights (1.5"" – 4.5""), 3-in-1 functionality (mulching, bagging, and side-discharge), and speeds of 4-7 MPH (up to 8 MPH in travel mode). Powered by ARC Lithium™ 56-Volt batteries, it can mow up to 2 acres on a single charge (4x 10Ah batteries) or 3 acres (6x 10Ah batteries).
\n
\nAdditional premium features include 32 LED headlights for enhanced visibility, Bluetooth connectivity for firmware updates, a hydraulic adjustable seat for comfort, and IPX4 weather-resistant construction. The package includes four 10.0Ah batteries, a POWER+ Z6 charger, and an accessory box, backed by a 5-year limited warranty on the mower and batteries.
\n
\n
\n
\n
\n
\n
\n
\n",,,taxable,,1,100,,0,0,,,,,1,,,4256.90,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/v-1.png, https://alidouro.com/wp-content/uploads/2025/03/vv-1.png, https://alidouro.com/wp-content/uploads/2025/03/vvvv-1.png, https://alidouro.com/wp-content/uploads/2025/03/vvvvvvv.png, https://alidouro.com/wp-content/uploads/2025/03/vvvvvv-1.png",,,,,,,,,0,
15862,simple,dR33213,,"DR Field and Brush Mower – 44"" Tow-Behind Brush Cutter",1,0,visible,,"The DR Field and Brush Mower PREMIER 44T is a powerful and efficient tow-behind brush mower, ideal for fast and easy land clearing. Equipped with a 10.5 HP Briggs & Stratton OHV engine and electric start, it can tackle thick grass and brush up to 3 inches in diameter.
\n
\nWith a 44-inch cutting width, it efficiently mows up to one acre per hour, making it perfect for large properties. The floating deck design allows it to ride over obstacles, while pivoting blades ensure durability and precision cutting. This mower is compatible with ATVs, UTVs, and tractors, offering versatile towing options.
\n
\nKey Features:
\n✅ 10.5 HP Briggs & Stratton Electric-Start Engine
\n✅ 44"" Cutting Width for Maximum Efficiency
\n✅ Cuts Through Grass & Brush up to 3"" Thick
\n✅ Towable with ATV, UTV, or Tractor
\n✅ Floating Deck & Pivoting Blades for Smooth Operation
\n✅ Mulches Everything for a Clean Finish
\n
\nTake control of your land maintenance with the DR Field and Brush Mower, the ultimate solution for brush clearing and rough terrain mowing!",,,taxable,,1,100,,0,0,,,,,1,,,4428.99,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/nn.png, https://alidouro.com/wp-content/uploads/2025/03/nnnn.png, https://alidouro.com/wp-content/uploads/2025/03/nnnnnnnn.png",,,,,,,,,0,
15867,simple,Ct1222192,,"Cub Cadet Ultima ZT1 54 – 24HP Kohler Zero Turn Mower (54"")",1,0,visible,,"The Cub Cadet Ultima ZT1 54 is a high-performance zero-turn mower designed for power, durability, and precision. Featuring a 24HP/725cc Kohler 7000 Series V-Twin OHV engine, it delivers exceptional cutting performance with its 54-inch, 3-blade fabricated deck.
\n
\nBuilt with a rugged square tubular steel frame, this mower ensures long-lasting strength and reliability. The Hydro-Gear EZT hydrostatic transmission provides smooth operation, while dual LED headlights allow for mowing even in low-light conditions.
\n
\nKey Features:
\n✅ 24HP/725cc Kohler 7000 Series V-Twin Engine – Powerful & efficient performance
\n✅ 54-Inch, 3-Blade Fabricated Deck – Built for durability & precision cutting
\n✅ Hydro-Gear EZT Hydrostatic Transmission – Smooth maneuverability
\n✅ Dual LED Headlights – Enhanced visibility for early morning or late evening mowing
\n✅ Ground Speed: 7 mph forward / 3.5 mph reverse
\n✅ 3.5-Gallon Fuel Capacity – Less frequent refueling
\n✅ Heavy-Duty Square Tubular Steel Frame – Rugged & durable design
\n✅ Front Wheels: 11 x 6 in – 5 in | Rear Wheels: 20 x 10 in – 8 in
\n✅ 3-Year Consumer Warranty – Peace of mind with reliable support
\n
\nExperience effortless control, precision cutting, and unmatched durability with the Cub Cadet Ultima ZT1 54 Zero Turn Mower!",,,taxable,,1,100,,0,0,,,,,1,,,5440.89,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/c.png, https://alidouro.com/wp-content/uploads/2025/03/ccc.png, https://alidouro.com/wp-content/uploads/2025/03/cccccc.png, https://alidouro.com/wp-content/uploads/2025/03/cccccccccc.png",,,,,,,,,0,
15873,simple,Cf321190,,"Craftsman T3200 – 24HP Kohler V-Twin Automatic 54"" Riding Lawn Mower",1,0,visible,,"The Craftsman T3200 is a powerful and durable riding lawn mower designed for homeowners who need efficiency, comfort, and precision. Equipped with a 24HP KOHLER twin-cylinder 7000 Series™ engine, this mower delivers reliable performance for mowing large yards with ease. The 54-inch stamped steel deck ensures wide cutting coverage, making it perfect for properties up to 2 acres.
\n
\nFeaturing a hydrostatic transmission with foot pedal control, the T3200 provides smooth speed and direction transitions. Its 5-inch Turn Tight radius enables superior maneuverability around obstacles, while the soft-touch steering wheel and high-back seat ensure a comfortable mowing experience. The front-end bumper adds extra protection, and the optional mulching kit helps return nutrients to the soil for a healthier lawn.
\n
\nKey Features:
\n✅ 24HP KOHLER Twin-Cylinder 7000 Series™ Engine – Durable & powerful performance
\n✅ 54-Inch Stamped Steel Deck – Covers large areas efficiently
\n✅ Hydrostatic Transmission with Foot Pedal Control – Smooth transitions & effortless operation
\n✅ 5-Inch Turn Tight Radius – Precise maneuverability for tight spaces
\n✅ 16×6.5"" Front Wheels / 22×9.5"" Rear Wheels – Enhanced traction & stability
\n✅ AGM Battery – Compact, long-lasting design for improved starting performance
\n✅ Soft-Touch Steering Wheel & High-Back Seat – Comfort for extended use
\n✅ Front-End Brush Guard – Extra protection against dents & scratches
\n✅ 3-Gallon Fuel Capacity – Longer mowing sessions with fewer refuels
\n✅ Proudly Made in the USA – Manufactured in Martin, Tennessee & Willard, Ohio
\n
\nGet professional-level performance and comfort with the Craftsman T3200 Riding Lawn Mower—designed to tackle your yard with ease!",,,taxable,,1,100,,0,0,,,,,1,,,4129.80,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/t.png, https://alidouro.com/wp-content/uploads/2025/03/tt.png, https://alidouro.com/wp-content/uploads/2025/03/tttt.png, https://alidouro.com/wp-content/uploads/2025/03/tttttttt.png",,,,,,,,,0,
15879,simple,Cf102111,,"Craftsman R110 – 11.5HP Manual/Gear 36"" Riding Lawn Mower",1,0,visible,,"The Craftsman R110 is a compact and efficient rear-engine riding mower, perfect for homeowners who need power and maneuverability in tight spaces. Powered by an 11.5 HP Briggs &amp; Stratton® single-cylinder engine, this mower delivers smooth and reliable performance for yards up to 1 acre. Its 36-inch reinforced steel deck allows it to fit through most gates and narrow areas with ease.
\n
\nThe 6-speed manual transmission provides precise speed control, while the 18-inch turning radius and Turf Saver wheels ensure smooth navigation around obstacles. Comfort is a priority with its mid-back seat and soft-touch steering wheel, while the LED headlight allows for better visibility in low-light conditions. Plus, the included mulching kit helps recycle grass clippings back into the lawn for a healthier yard.
\n
\nKey Features:
\n✅ 11.5HP Briggs &amp; Stratton® Single-Cylinder Engine – Powerful &amp; easy-starting performance
\n✅ 36-Inch Reinforced Stamped Steel Deck – Ideal for tight spaces and small yards
\n✅ 6-Speed Manual Transmission – Smooth speed control for precise mowing
\n✅ 18-Inch Turning Radius &amp; Turf Saver Wheels – Easy maneuverability around obstacles
\n✅ Mid-Back Seat &amp; Soft-Touch Steering Wheel – Comfort for extended mowing sessions
\n✅ LED Headlight – Improved visibility for evening mowing
\n✅ Mulching Kit Included – Returns nutrients to the soil for a healthier lawn
\n✅ 2-Year Limited Warranty – Reliable and built to last
\n
\nThe Craftsman R110 Riding Lawn Mower is the perfect balance of power, durability, and maneuverability, making it a great choice for homeowners with smaller yards and tighter spaces!",,,taxable,,1,100,,0,0,,,,,1,,,3062.09,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/sssss.png, https://alidouro.com/wp-content/uploads/2025/03/ssssssss.png, https://alidouro.com/wp-content/uploads/2025/03/sssssssssss.png",,,,,,,,,0,
15886,simple,Cr221002,,"Craftsman T2400 – 46"" Hydrostatic Gas Riding Mower",1,0,visible,,"The Craftsman T2400 is a powerful and efficient front-engine riding mower, designed for homeowners who need reliable performance and precision mowing. Equipped with a 23 HP KOHLER twin-cylinder 7000 Series engine, this mower delivers smooth operation and consistent power to tackle yards up to 2 acres with ease.
\n
\nFeaturing a 46-inch reinforced steel deck, the T2400 offers excellent cutting performance with side discharge, bagging, and mulching options. Its hydrostatic transmission with foot pedal control ensures a smooth ride and easy speed adjustments, while the 5-inch Turn Tight radius allows for sharp turns and improved maneuverability. The soft-touch steering wheel and high-back seat enhance comfort, making long mowing sessions more enjoyable.
\n
\nFor added durability and protection, the Craftsman T2400 includes a front-end bumper to shield against dents and scratches. Whether you're mowing, mulching, or bagging, this versatile riding mower is built to get the job done efficiently.
\n
\nKey Features:
\n✅ 23HP KOHLER Twin-Cylinder 7000 Series Engine – Reliable and powerful performance
\n✅ 46-Inch Reinforced Steel Deck – Covers more ground efficiently
\n✅ Hydrostatic Transmission with Foot Pedal Control – Smooth and easy speed adjustment
\n✅ 5-Inch Turn Tight Radius – Precision maneuverability for tight spaces
\n✅ 3-Gallon Fuel Tank – Keeps you mowing longer without refueling
\n✅ Max Forward Speed: 5.5 mph | Max Reverse Speed: 3 mph – Efficient mowing speed
\n✅ Cutting Height Range: 1” – 4” – Adjustable cutting heights for a perfect lawn
\n✅ Side Discharge, Bagging &amp; Mulching Options – Flexible mowing choices
\n✅ Soft-Touch Steering Wheel &amp; High-Back Seat – Comfort for extended mowing sessions
\n✅ Front-End Bumper Protection – Shields against dents and scratches
\n✅ Ideal for Yards Up to 2 Acres – Great for medium to large lawns
\n✅ 2-Year Limited Warranty – Backed by Craftsman reliability
\n
\nThe Craftsman T2400 46"" Hydrostatic Riding Mower is designed for efficiency, durability, and comfort, making it the perfect choice for homeowners who want a professional-grade cut with an easy-to-use design!",,,taxable,,1,100,,0,0,,,,,1,,,4265.99,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/Untitled-design-18.png, https://alidouro.com/wp-content/uploads/2025/03/gg.png, https://alidouro.com/wp-content/uploads/2025/03/ggggg.png, https://alidouro.com/wp-content/uploads/2025/03/ggggggggggggggggggg.png",,,,,,,,,0,
15892,simple,Ul199282,,"Cub Cadet Ultima ZT1 – 50” Fabricated Deck 25HP V-Twin Kohler Zero Turn Mower",1,0,visible,,"The Cub Cadet Ultima ZT1 50” Zero Turn Riding Mower is built for power, precision, and comfort. Equipped with a 25HP Kohler 7000 Series V-Twin OHV engine, this high-performance mower delivers smooth operation and reliable power to handle tough mowing conditions with ease.
\n
\nIts 50-inch fully fabricated AeroForce™ cutting deck ensures a best-in-class cut, reducing clumps and providing finer, more even clippings. The Dual Hydro-Gear™ EZT 2200 transmission offers responsive and effortless control, allowing you to maneuver smoothly around obstacles while maintaining a consistent, professional-quality cut.
\n
\nDesigned for ultimate comfort, the adjustable 20-inch high-back seat with advanced polymer seat isolators absorbs vibrations for a smoother, quieter ride, even on rough terrain. The Synchro-Steer™ technology provides full four-wheel control, improving stability on slopes up to 20 degrees. Dual-LED headlights ensure superior visibility, so you can mow any time of day.
\n
\nWith a rugged 2"" x 2"" tubular steel frame, automotive-grade corrosion resistance, and Turf Master® 4-ply tires, this mower is built to last. Backed by a 3-year no-hour-limit warranty and a lifetime limited frame and deck shell warranty, the Cub Cadet Ultima ZT1 is the ultimate choice for homeowners who demand durability, performance, and comfort.
\n
\nKey Features:
\n✅ 25HP Kohler 7000 Series V-Twin OHV Engine – Powerful, smooth, and quiet operation
\n✅ 50-Inch AeroForce™ Fabricated Deck – Delivers a superior cut with minimal clumps
\n✅ Dual Hydro-Gear™ EZT 2200 Transmission – Provides precise and effortless zero-turn maneuverability
\n✅ Synchro-Steer™ Technology – Offers full four-wheel control and enhanced stability on slopes up to 20°
\n✅ Fully Adjustable 20” High-Back Seat with Seat Isolators – Reduces vibrations for all-day comfort
\n✅ Tilted Steering Column & Soft-Touch Steering Wheel – Provides ergonomic comfort and easy handling
\n✅ Dual-LED Headlights – Ensures superior visibility for mowing in low-light conditions
\n✅ 13” Front / 20” Rear Turf Master® 4-Ply Tires – Reduces turf damage and improves traction
\n✅ Heavy-Duty 2” x 2” Tubular Steel Frame – Built for durability and corrosion resistance
\n✅ One-Hand Operation – Mow with precision using the Synchro-Steer™ technology
\n✅ Versatile Compatibility – Supports multiple attachments and accessories
\n✅ 3-Year No Hour Limit Warranty – Plus a Lifetime Limited Frame & Deck Shell Warranty
\n
\nTackle any terrain with confidence, power, and precision using the Cub Cadet Ultima ZT1 50"" Zero Turn Riding Mower – engineered for the perfect cut every time!",,,taxable,,1,100,,0,0,,,,,1,,,4029.80,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/r.png, https://alidouro.com/wp-content/uploads/2025/03/rr.png, https://alidouro.com/wp-content/uploads/2025/03/rrrrr.png, https://alidouro.com/wp-content/uploads/2025/03/rrrrrrrrrrrr.png",,,,,,,,,0,
15898,simple,Tb210029,,"Troy-Bilt Bronco 42E XP – 42” 56V MAX Lithium-Ion Electric Riding Lawn Tractor",1,0,visible,,"Say goodbye to gas and oil changes with the Troy-Bilt Bronco 42E XP Electric Riding Lawn Tractor. Powered by a 56V MAX 60Ah lithium-ion battery, this cordless mower delivers quiet, powerful, and emission-free performance—perfect for homeowners seeking convenience and efficiency.
\n
\nWith up to 1.5 hours of runtime per charge, this battery-powered mower can cover up to 2 acres with ease. The 42-inch twin-blade cutting deck ensures a clean, even cut, while 12 adjustable cutting heights (1” to 4”) let you customize your mowing experience. Dual anti-scalp wheels protect your lawn from damage, and the electric brushless motor provides smooth foot-pedal speed control for effortless operation.
\n
\nBuilt with rugged durability, the cast iron front axle enhances stability, and the Step-Thru frame allows for easy access on and off the mower. The adjustable high-back seat and cruise control offer maximum comfort, letting you mow at your own pace. Additionally, it runs up to 65% quieter than gas-powered mowers, reducing noise without sacrificing performance.
\n
\nDesigned for versatility, the rear hitch allows for quick attachment of tow-behind accessories like dump carts, aerators, and spreaders (sold separately). Backed by Troy-Bilt’s trusted reliability, this eco-friendly electric riding mower is the future of lawn care.
\n
\nKey Features:
\n✅ 56V MAX 60Ah Lithium-Ion Battery – No gas, no fumes, no maintenance hassle
\n✅ Mows Up to 2 Acres per Charge – Provides up to 1.5 hours of runtime
\n✅ 42” Twin-Blade Cutting Deck – Ensures a clean, even cut with dual anti-scalp wheels
\n✅ 12 Adjustable Cutting Heights (1” – 4”) – Customize your cut for a pristine lawn
\n✅ 65% Quieter Than Gas Mowers – Reduces noise without compromising power
\n✅ Electric Brushless Motor – Provides smooth speed control with a foot pedal
\n✅ Step-Thru Frame Design – Allows easy on-and-off access
\n✅ Durable Cast Iron Front Axle – Built for stability and longevity
\n✅ Adjustable High-Back Seat – Ensures a comfortable mowing experience
\n✅ Cruise Control – Lets you mow at your preferred pace
\n✅ Rear Hitch Compatibility – Easily attach tow-behind accessories (sold separately)
\n✅ Eco-Friendly & Low Maintenance – No gas, oil, or engine tune-ups required
\n
\nThe Troy-Bilt Bronco 42E XP Electric Riding Mower is the perfect blend of performance, comfort, and sustainability—giving you a powerful yet hassle-free mowing experience!",,,taxable,,1,100,,0,0,,,,,1,,,4649.60,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/p.png, https://alidouro.com/wp-content/uploads/2025/03/ppp.png, https://alidouro.com/wp-content/uploads/2025/03/ppppp.png, https://alidouro.com/wp-content/uploads/2025/03/ppppppp.png",,,,,,,,,0,
15904,simple,Tr692881,,"Troy-Bilt Bronco 42 – 42” 19HP Briggs & Stratton Automatic Drive Gas Riding Lawn Tractor",1,0,visible,,"Tackle your lawn with confidence using the Troy-Bilt Bronco 42 Gas Riding Lawn Tractor. Powered by a 19HP 540CC Briggs & Stratton Intek engine, this reliable and powerful mower ensures easy starting and long-lasting performance. Designed with an AutoDrive™ transmission, it drives just like a car, allowing for smooth speed and direction adjustments with a simple foot pedal control.
\n
\nThe 42-inch twin-blade deck delivers a clean, even cut, while anti-scalp deck wheels help protect your lawn from damage. With a 5-position deck height adjustment, you can customize your cutting height with ease. The Step-Thru frame design offers better legroom and makes it easy to get on and off the mower.
\n
\nFor added versatility, the rear hitch allows you to attach optional accessories like a rear bagger, mulch kit, dump carts, or aerators (sold separately), making lawn maintenance more efficient and hassle-free. The 18-inch turn radius ensures better maneuverability around obstacles, while the mid-back seat and rubber footpads provide enhanced comfort and reduced vibration for a smoother ride.
\n
\nBuilt for durability and reliability, the Troy-Bilt Bronco 42 is designed to make yard work easier and more efficient, ensuring a pristine lawn with minimal effort.
\n
\nKey Features:
\n✅ 19HP 540CC Briggs & Stratton Intek Engine – Delivers powerful, reliable performance with pressure lubrication for engine longevity
\n✅ AutoDrive™ Transmission – Drives like a car with foot pedal speed and direction control
\n✅ 42” Twin-Blade Cutting Deck – Provides a clean, even cut with anti-scalp deck wheels to prevent lawn damage
\n✅ 5-Position Deck Height Adjustment – Easily customize your cutting height
\n✅ Step-Thru Frame Design – Allows for easy on-and-off access and better legroom
\n✅ 18” Turn Radius – Ensures easier navigation around landscaping and obstacles
\n✅ Versatile Attachments Available – Compatible with a rear bagger, mulch kit, aerators, dump carts, and sprayers (sold separately)
\n✅ Mid-Back Seat & Rubber Footpads – Enhances comfort and reduces vibrations
\n✅ Mow in Reverse Capability – Keep mowing even when reversing for efficient coverage
\n✅ Built in America – Trusted quality since 1937, made with U.S. and global parts
\n
\nWith its powerful engine, smooth operation, and versatile capabilities, the Troy-Bilt Bronco 42 is the perfect solution for maintaining a well-manicured lawn with ease and efficiency!",,,taxable,,1,100,,0,0,,,,,1,,,4099.80,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/llll.png, https://alidouro.com/wp-content/uploads/2025/03/l.png, https://alidouro.com/wp-content/uploads/2025/03/ll.png, https://alidouro.com/wp-content/uploads/2025/03/lllllllll.png, https://alidouro.com/wp-content/uploads/2025/03/llllllllllllllllllll.png",,,,,,,,,0,
15911,simple,SE43211,,"Toro Titan Max 60"" IronForged Deck 26HP V-Twin Gas Dual Hydrostatic Zero Turn Riding Mower",1,0,visible,,"Take on the toughest mowing jobs with the Toro Titan Max 60” Zero Turn Riding Mower—a powerhouse built for those who demand commercial-grade performance and durability. Designed with professional contractors in mind, this high-performance mower delivers precision cutting, unmatched power, and superior durability, making it the ultimate machine for large-acreage homeowners.
\n
\nPowered by a 26HP Kohler 7000 Series V-Twin engine with a canister air cleaner, the Titan Max ensures maximum power, efficiency, and reliability. Its dual hydrostatic transmission provides effortless maneuverability and smooth control, while the IronForged™ 60-inch cutting deck—crafted from high-strength, 10-gauge steel with a bull nose reinforced leading edge—guarantees exceptional durability and a pristine cut every time.
\n
\nBuilt on a rugged tubular steel frame, the Titan Max is designed to tackle rough terrain while providing ultimate comfort with a premium high-back seat and an easy step-through design for hassle-free access. Whether you’re maintaining a massive estate, a commercial property, or an expansive farm, this zero-turn mower gives you the power and efficiency to get the job done faster and easier.
\n
\nKey Features:
\n✅ 26HP Kohler 7000 Series V-Twin Engine – Delivers commercial-grade power and performance with a canister air cleaner for enhanced durability
\n✅ 60” IronForged™ Cutting Deck – Built from high-strength, 10-gauge steel with a bull nose reinforced leading edge for maximum durability
\n✅ Dual Hydrostatic Transmission – Ensures precise control, effortless maneuverability, and smooth acceleration
\n✅ Heavy-Duty Tubular Steel Frame – Provides exceptional strength and durability to handle rough terrain
\n✅ Zero-Turn Capability – Enables fast, efficient mowing with superior agility
\n✅ Comfortable High-Back Seat – Enhances comfort during long mowing sessions
\n✅ Step-Through Design – Allows for easy on-and-off access
\n✅ Built for Large Properties – Designed for homeowners with serious acreage who need professional-level mowing power
\n✅ Made in the USA – Engineered and built with 100 years of expertise and innovation
\n
\nWith its powerful engine, rugged frame, and commercial-grade features, the Toro Titan Max 60” Zero Turn Riding Mower is the ultimate choice for those who need to dominate their lawn care tasks with ease and efficiency.",,,taxable,,1,100,,0,0,,,,,1,,,4049.80,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/m.png, https://alidouro.com/wp-content/uploads/2025/03/mm.png, https://alidouro.com/wp-content/uploads/2025/03/mmmm.png, https://alidouro.com/wp-content/uploads/2025/03/mmmmm.png, https://alidouro.com/wp-content/uploads/2025/03/mmmmmmmmm.png, https://alidouro.com/wp-content/uploads/2025/03/mmmmmmmmmmmmmmm.png",,,,,,,,,0,
15919,simple,st288911,,"Stihl RZ 560 K Commercial 60″ Zero Turn Lawn Mower",1,0,visible,,"The Stihl RZ 560 K Commercial 60” Zero Turn Lawn Mower is built for professionals and property owners who demand precision, power, and durability. Whether you’re maintaining a farm, ranch, or commercial property, this high-performance mower delivers exceptional cutting efficiency and a smooth ride.
\n
\nEquipped with a powerful Briggs &amp; Stratton engine and a 60-inch professional-grade fabricated mowing deck, the Stihl RZ 560 K ensures consistent, high-quality cuts across all types of terrain. The commercial-grade Hydro-Gear® ZT-3400 transaxles provide smooth operation, a top speed of 10 mph, and a reverse speed of 5 mph, allowing you to mow large areas efficiently.
\n
\nDesigned for comfort and convenience, the RZ 560 K features an advanced four-wheel suspension system with deck height compensation, ensuring a stable, even cut while minimizing vibrations. The flip-up floor pan allows for easy maintenance, while the dual-function hour meter helps track operation time for better service management.
\n
\nKey Features:
\n✅ 60” Professional-Grade Fabricated Deck – Delivers superior durability and precision cutting
\n✅ Briggs &amp; Stratton Engine – Provides reliable, high-performance power
\n✅ Commercial-Grade Hydro-Gear® ZT-3400 Transaxles – Ensures smooth handling and efficient mowing with a top speed of 10 mph
\n✅ Advanced Four-Wheel Suspension System – Includes independent front suspension and rear shock absorbers for a comfortable ride
\n✅ Large Fuel Capacity – Reduces downtime by allowing longer mowing sessions
\n✅ Flip-Up Floor Pan – Provides easy access for maintenance and cleaning
\n✅ Dual USB-A Ports – Conveniently charge devices while you work
\n✅ Dual-Function Hour Meter – Tracks mower operation time for optimal servicing
\n✅ Trailer Hitch – Enhances versatility with towing capability
\n
\nBuilt to tackle the toughest jobs with ease, the Stihl RZ 560 K Zero Turn Mower offers commercial-level durability, comfort, and efficiency, making it an ideal choice for professionals and large-property owners alike.",,,taxable,,1,100,,0,0,,,,,1,,,5369.80,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/Untitled-design-17.png, https://alidouro.com/wp-content/uploads/2025/03/hh.png",,,,,,,,,0,
15923,simple,Ry221012,,"Ryobi 48V HP Brushless 54-inch 115 Ah Battery Electric Riding Zero Turn Mower",1,0,visible,,"The Ryobi 48V HP Brushless 54-inch Electric Zero Turn Mower is the ultimate eco-friendly and low-maintenance solution for maintaining large lawns with powerful performance and quiet operation. Designed with five high-powered brushless motors, this battery-powered riding mower eliminates the hassle of gas, fumes, belts, spark plugs, and filters—simply charge and go.
\n
\nWith a 115 Ah lead-acid battery, this mower provides up to 2.5 hours of runtime, covering up to 3.5 acres on a single charge. The 54-inch, 10-gauge heavy-duty steel deck with three precision-cut steel blades ensures exceptional cutting performance, while the 12-position deck adjustment and adjustable cutting height (1.5 in. to 4.5 in.) give you complete control over your lawn’s appearance.
\n
\nDesigned for maximum comfort and convenience, the Ryobi 48V Zero Turn Mower features armrests, ergonomic control handles, and two cup holders. The intuitive control panel offers slow speed and slow blade options, reverse mowing, LED headlights, a battery gauge, and even a USB charging port for added convenience.
\n
\nKey Features:
\n✅ Battery-Powered Efficiency – No gas, no fumes, no maintenance—just charge and go
\n✅ Five High-Powered Brushless Motors – Delivers quiet yet powerful cutting performance
\n✅ Up to 3.5 Acres per Charge – 115 Ah battery provides 2.5 hours of runtime
\n✅ Heavy-Duty 54-inch Steel Deck – Built with 10-gauge steel for durability
\n✅ Three Precision-Cut Steel Blades – Ensures a clean and efficient cut
\n✅ 12-Position Deck Adjustment – Allows for precise height control (1.5 in. to 4.5 in.)
\n✅ Comfortable & Ergonomic Design – Includes armrests, ergonomic control handles, and dual cup holders
\n✅ Advanced Control Panel – Features slow speed, slow blade, reverse mow, LED headlights, USB charging port, and battery gauge
\n✅ Quiet Operation – No engine noise, allowing for a more enjoyable mowing experience
\n✅ Side Discharge & Mulching Capable – Offers versatile mowing options
\n
\nThis Ryobi 48V Zero Turn Mower is a powerful, eco-friendly, and low-maintenance solution for those looking to upgrade to a quiet, efficient, and comfortable mowing experience.",,,taxable,,1,100,,0,0,,,,,1,,,4948.90,"Riding Lawn Mowers",,,"https://alidouro.com/wp-content/uploads/2025/03/i.png, https://alidouro.com/wp-content/uploads/2025/03/iiii.png, https://alidouro.com/wp-content/uploads/2025/03/iiiiiii.png, https://alidouro.com/wp-content/uploads/2025/03/iiiiiiii.png, https://alidouro.com/wp-content/uploads/2025/03/ii.png",,,,,,,,,0,
15931,simple,Rb312900,,"RYOBI 48V 42-inch 75 Ah Battery Electric Riding Zero Turn Mower",1,0,visible,,"Upgrade your mowing experience with the RYOBI 48V 42-inch Zero Turn Electric Riding Mower, designed for power, efficiency, and eco-friendly performance. Powered by 75 Ah batteries and four high-powered brushless motors, this mower delivers exceptional cutting performance while eliminating the need for gas, oil, and maintenance. With the ability to cut up to 2.5 acres on a single charge, this battery-operated mower offers a quiet, powerful, and low-maintenance solution for your lawn care needs.
\n
\nThe 42-inch heavy-duty steel deck is equipped with two precision-cut steel blades, ensuring a clean and consistent cut every time. The 12-position manual deck adjustment lets you customize your cutting height between 1.5 inches to 4.5 inches, while the zero-turn maneuverability allows for smooth and precise navigation around obstacles.
\n
